time,P,T,RH,RPH,WD,WV,year,month,day,WV_X,WV_Y,RPH_ld,RPH_jy
2008-06-30,721.2847222222224,10.85652777777778,71.24722222222222,74.40000000000003,165.30277777777778,5.5093055555555575,2008,6,30,-5.329041376224798,1.3977716962935818,76.49999999999993,66.7
2008-07-31,745.5786111111114,13.232638888888884,81.34861111111111,63.100000000000016,167.80277777777778,5.758194444444442,2008,7,31,-5.628209760292889,1.2165764070434306,50.90000000000001,92.5
2008-08-31,747.2269444444446,11.653888888888883,80.425,68.00000000000001,178.47222222222226,5.151944444444443,2008,8,31,-5.150113013466886,0.13735904470036214,63.00000000000002,73.10000000000005
2008-09-30,700.1279166666671,8.118749999999991,79.07777777777778,165.49999999999991,157.525,5.069444444444448,2008,9,30,-4.6844019989281165,1.9379486287688188,115.69999999999992,163.89999999999972
2009-06-30,721.2019444444443,12.25833333333332,51.24305555555557,14.4,172.06666666666663,5.401388888888889,2009,6,30,-5.349693997852528,0.7455038955987839,26.4,16.800000000000004
2009-07-31,745.4938888888883,13.173611111111107,78.71944444444446,111.2,180.9375,5.2419444444444485,2009,7,31,-5.241242746803153,-0.08576728820095326,83.79999999999998,84.29999999999994
2009-08-31,748.2255555555548,11.17569444444443,88.3875,146.1,168.99166666666667,5.622500000000002,2009,8,31,-5.51904274469432,1.073626300086309,111.59999999999997,193.9999999999998
2009-09-30,700.6024999999995,8.301805555555555,81.02638888888889,56.500000000000036,165.29166666666666,4.979444444444448,2009,9,30,-4.816272207578449,1.2642740991636583,40.10000000000001,74.69999999999997
2010-06-30,722.2850000000003,10.501388888888886,72.95416666666667,65.5,150.7763888888889,4.777916666666667,2010,6,30,-4.169788021443777,2.332671329149288,26.600000000000005,73.00000000000004
2010-07-31,746.8951388888884,13.785833333333313,83.8375,164.50000000000006,146.28333333333333,5.154166666666671,2010,7,31,-4.28719815242112,2.861007869554846,92.29999999999998,174.7
2010-08-31,748.7548611111107,11.811944444444457,87.33888888888889,92.39999999999998,146.90972222222226,5.382083333333332,2010,8,31,-4.509170609638249,2.9384011673219583,76.8,101.20000000000003
2010-09-30,700.5900000000014,8.065,85.08888888888889,90.10000000000004,150.57916666666668,4.664722222222221,2010,9,30,-4.0631375144871615,2.2914071983959787,69.9,82.90000000000005
2011-06-30,720.8218055555557,11.345833333333333,68.78333333333333,51.100000000000016,172.25,4.707916666666665,2011,6,30,-4.664914072739324,0.6348669421511655,35.70000000000001,44.50000000000001
2011-07-31,745.9200000000003,12.826805555555556,75.2638888888889,126.89999999999996,167.75138888888893,4.927777777777768,2011,7,31,-4.815603073961836,1.0454476845876677,90.70000000000002,151.1999999999999
2011-08-31,747.4055555555551,12.069722222222214,81.1125,131.29999999999998,162.22083333333333,4.843055555555562,2011,8,31,-4.611753565038713,1.4788225618884503,141.20000000000005,157.19999999999987
2011-09-30,700.1027777777774,5.75222222222222,83.29305555555554,115.09999999999998,136.77916666666667,4.190555555555563,2011,9,30,-3.0537402652731296,2.8697432387667003,96.9,178.89999999999992
2012-06-30,720.5450000000003,10.96458333333333,65.55416666666666,128.5,167.77361111111108,4.909027777777776,2012,6,30,-4.797683468494986,1.039609089573449,88.09999999999998,89.20000000000002
2012-07-31,745.3887499999995,13.404583333333347,82.325,86.39999999999998,172.06666666666663,5.08041666666666,2012,7,31,-5.031793693685971,0.7012030598382073,73.09999999999998,83.7
2012-08-31,748.0831944444443,12.476111111111116,84.59861111111111,118.79999999999997,164.30138888888888,4.852361111111109,2012,8,31,-4.671359820231413,1.3129378441308521,110.79999999999998,176.20000000000005
2012-09-30,701.2527777777777,6.413750000000002,76.91666666666667,87.4,177.63888888888889,4.69541666666666,2012,9,30,-4.69143036403816,0.19343942977539447,65.30000000000003,87.10000000000002
2013-06-30,720.9913888888887,11.211388888888893,75.77916666666667,112.90000000000002,199.025,5.789305555555552,2013,6,30,-5.473073016502863,-1.887201783491801,113.60000000000002,83.60000000000002
2013-07-31,745.0194444444447,13.188194444444447,83.53333333333333,294.7000000000001,176.775,4.6518055555555575,2013,7,31,-4.644438548834743,0.26169733050870075,284.99999999999983,287.4000000000001
2013-08-31,747.4449999999997,13.709305555555561,82.43611111111113,76.3,187.44166666666663,5.4469444444444415,2013,8,31,-5.401066124318838,-0.7054704115692263,63.80000000000001,166.89999999999995
2013-09-30,701.1197222222223,7.8081944444444416,73.98194444444445,144.19999999999996,174.39166666666668,4.702777777777778,2013,9,30,-4.680266505111857,0.4595914145070136,128.29999999999998,125.79999999999997
2014-01-31,743.5998611111107,-7.352777777777775,44.60833333333333,2.9000000000000004,217.1375,7.018472222222218,2014,1,31,-5.5950485668415055,-4.237261364229221,2.2,1.0
2014-02-28,668.5733333333335,-8.328055555555553,76.15833333333333,24.50000000000001,139.23611111111111,3.5074999999999994,2014,2,28,-2.6566041009106782,2.2901988780506737,10.599999999999994,22.100000000000016
2014-03-31,744.1362499999997,-2.2693055555555546,63.09583333333333,22.6,165.37777777777774,6.059027777777778,2014,3,31,-5.862783940863028,1.5295692448010658,12.199999999999996,17.0
2014-04-30,721.4808333333333,2.5058333333333347,76.025,90.5,145.30833333333334,5.7529166666666685,2014,4,30,-4.730202438028443,3.2743297129154394,76.4,86.30000000000004
2014-05-31,745.4487499999992,7.015694444444451,54.74722222222222,27.4,198.4138888888889,6.122777777777778,2014,5,31,-5.809288299958202,-1.934057177029191,15.8,18.0
2014-06-30,721.7777777777786,10.717499999999998,73.66388888888889,100.6,154.8388888888889,4.8880555555555585,2014,6,30,-4.4242564959522985,2.078230394403242,94.39999999999998,75.19999999999997
2014-07-31,746.5566666666658,13.052500000000006,85.525,82.49999999999993,174.6486111111111,5.587777777777776,2014,7,31,-5.563423169086292,0.5211363885788322,67.30000000000001,47.3
2014-08-31,747.934722222222,11.36527777777777,86.26944444444445,81.19999999999997,159.5875,5.011250000000006,2014,8,31,-4.696573169421388,1.7478063470451182,52.30000000000002,80.00000000000004
2014-09-30,724.0756944444445,8.13402777777778,84.49444444444444,220.29999999999984,151.14722222222218,5.519722222222222,2014,9,30,-4.834517941448191,2.6636008868277115,161.4,226.89999999999992
2014-10-31,749.7249999999997,3.7774999999999954,79.58611111111111,54.000000000000036,186.37222222222226,5.421666666666662,2014,10,31,-5.38817076439397,-0.6017352060287801,34.80000000000002,36.20000000000001
2014-11-30,722.0411111111113,-4.362361111111111,76.36527777777778,23.2,193.53472222222226,4.570416666666668,2014,11,30,-4.443488288870396,-1.0696356078665694,12.699999999999996,14.699999999999983
2014-12-31,722.4711111111111,-9.551388888888876,54.13333333333333,2.1000000000000005,229.7125,7.012222222222222,2014,12,31,-4.534266804499954,-5.3489891605271485,1.9000000000000004,1.3
2015-04-30,626.6388888888888,2.579027777777778,54.14166666666666,55.80000000000002,143.45,4.892083333333336,2015,4,30,-3.9299938665818166,2.9133533168682284,73.80000000000003,90.9
2015-05-31,745.2834722222227,7.339305555555549,66.65,84.50000000000001,173.0388888888889,6.453194444444447,2015,5,31,-6.4056256282935795,0.7820990013784405,64.19999999999999,87.4
2015-06-30,721.283333333333,10.499305555555551,71.58055555555555,86.89999999999996,157.00138888888893,5.6605555555555584,2015,6,30,-5.2106224750556365,2.2116289516950998,51.10000000000001,104.09999999999997
2015-07-31,746.7056944444442,13.093472222222214,71.76805555555555,54.100000000000016,192.1805555555556,5.449444444444448,2015,7,31,-5.3267641272316055,-1.1497950625763596,46.100000000000016,44.7
2015-08-31,748.3361111111104,12.343194444444444,69.925,67.4,156.86388888888888,5.087916666666668,2015,8,31,-4.678716090088492,1.99912774861726,79.0,116.09999999999992
2015-09-30,725.0377777777777,7.304027777777778,85.73333333333333,127.19999999999986,174.11388888888888,5.756111111111113,2015,9,30,-5.725763198193734,0.5902973163305764,55.30000000000002,130.39999999999992
2015-10-31,750.4280555555554,3.709583333333327,65.8611111111111,43.40000000000001,185.83333333333331,5.7247222222222165,2015,10,31,-5.695078169620258,-0.5818325906303735,28.70000000000001,36.70000000000001
2015-11-30,721.9079166666662,-1.1568055555555552,77.67638888888891,31.70000000000001,198.05416666666667,5.797083333333327,2015,11,30,-5.511657853016387,-1.7966087178052548,16.099999999999994,27.39999999999999
2015-12-31,723.2598611111115,-7.990694444444448,62.15,12.999999999999993,220.38194444444446,5.939861111111113,2015,12,31,-4.524644717931687,-3.848316540486636,9.499999999999998,10.099999999999994
2016-01-31,672.957638888889,-10.046250000000004,57.60833333333333,7.299999999999999,174.7861111111111,5.409722222222217,2016,1,31,-5.387338952305113,0.491603025398467,2.6,4.199999999999998
2016-02-29,697.352083333333,-8.142916666666657,51.65,6.499999999999997,215.82916666666668,6.374444444444452,2016,2,29,-5.168182433412079,-3.731411570743641,5.1000000000000005,3.6000000000000005
2016-03-31,743.1905555555558,-2.0573611111111108,66.70833333333333,31.20000000000001,165.13333333333333,6.081111111111113,2016,3,31,-5.877549015396657,1.560233930309428,8.699999999999996,24.60000000000002
2016-04-30,720.3495833333342,3.8338888888888936,62.99722222222222,50.20000000000001,156.00277777777774,6.0363888888888875,2016,4,30,-5.514634675979306,2.454953198818226,41.200000000000024,38.60000000000001
2016-05-31,745.3490277777776,6.146388888888887,70.9125,72.79999999999998,177.02777777777774,6.8677777777777775,2016,5,31,-6.858539178417263,0.3561066456185987,63.50000000000002,62.10000000000003
2016-06-30,722.3397222222225,11.65527777777778,66.11666666666666,90.49999999999996,191.09027777777766,5.560833333333334,2016,6,30,-5.456986538700629,-1.0696566166538033,101.19999999999996,98.10000000000002
2016-07-31,746.06625,13.911944444444432,81.09166666666667,103.7,179.75416666666663,5.925555555555558,2016,7,31,-5.925501013099883,0.025424117046662646,54.50000000000002,101.59999999999997
2016-08-31,748.241388888889,13.871111111111126,87.52777777777777,72.29999999999998,153.18611111111107,5.763333333333327,2016,8,31,-5.1436395410825035,2.5998044892883034,42.4,76.3
2016-09-30,725.602361111111,8.62875,74.78472222222223,66.3,173.75277777777774,4.6006944444444455,2016,9,30,-4.573373749883954,0.5006415034876395,35.4,42.0
2016-10-31,747.3359722222212,2.5694444444444446,85.5138888888889,62.20000000000004,163.40972222222226,6.2423611111111095,2016,10,31,-5.982498095370477,1.7823548413267578,48.20000000000003,59.20000000000002
2016-11-30,723.0056944444458,-2.196111111111112,57.77916666666667,5.6999999999999975,181.65972222222226,6.530277777777778,2016,11,30,-6.527538116677414,-0.1891401339265264,2.0000000000000004,2.0
2016-12-31,721.6170833333338,-4.996805555555556,57.994444444444454,1.4000000000000004,206.8125,6.420416666666663,2016,12,31,-5.730141176724064,-2.896071868656305,0.7,1.9000000000000004
2017-01-31,743.838472222223,-8.368055555555546,61.59305555555557,6.6999999999999975,199.14583333333331,5.925555555555558,2017,1,31,-5.597794437857868,-1.9434263745927889,2.700000000000001,2.600000000000001
2017-02-28,672.2175000000002,-5.346250000000005,57.69305555555553,17.599999999999994,182.79166666666663,5.657083333333336,2017,2,28,-5.650369686095319,-0.2755254085069138,11.4,15.2
2017-03-31,743.4618055555554,-4.906527777777779,69.66111111111111,79.6,167.425,5.194027777777778,2017,3,31,-5.069432670626648,1.1308302057826012,16.299999999999994,57.30000000000002
2017-04-30,720.9604166666666,2.7656944444444447,63.540277777777774,27.4,182.0888888888889,6.0725,2017,4,30,-6.068464709199691,-0.22134209540421595,11.4,11.199999999999996
2017-05-31,747.6075000000003,7.477638888888893,58.556944444444454,55.50000000000002,197.55,6.305416666666659,2017,5,31,-6.011925829043094,-1.9013224782666884,72.79999999999997,69.40000000000002
2017-06-30,721.957222222222,10.51833333333333,68.95416666666667,117.89999999999992,165.21666666666667,4.875972222222222,2017,6,30,-4.7145661019434915,1.2441750609492528,149.09999999999997,96.59999999999998
2017-07-31,746.9762500000003,14.987083333333333,76.58472222222224,73.50000000000001,166.90277777777774,5.718611111111097,2017,7,31,-5.569852620080263,1.295860652504092,68.9,66.79999999999997
2017-08-31,747.6572222222225,11.80958333333333,87.67361111111109,230.79999999999995,145.05972222222226,6.054861111111123,2017,8,31,-4.963469164003453,3.467753874315864,167.09999999999988,233.59999999999974
2017-09-30,724.8401388888898,8.665138888888881,80.85416666666667,46.90000000000004,175.4361111111111,5.722777777777778,2017,9,30,-5.704632145520079,0.4553653238073225,24.800000000000008,30.300000000000033
2017-10-31,749.9801388888885,2.420694444444446,86.23194444444445,90.99999999999996,174.40694444444443,5.438333333333333,2017,10,31,-5.412442625054541,0.5300323338600615,60.100000000000016,84.59999999999997
2017-11-30,723.4426388888901,-3.072361111111108,59.02083333333334,2.8000000000000007,190.4833333333333,6.294861111111105,2017,11,30,-6.1897865096952644,-1.1453468350562834,0.30000000000000004,1.6
2017-12-31,724.4259722222223,-7.331388888888893,47.03888888888889,0.7999999999999999,208.30972222222226,6.401250000000001,2017,12,31,-5.6356406258877865,-3.035713474348843,0.2,0.1
